id;employee_id;start_date;start_time;stop_date;stop_time
29935;226;24.02.2023;05:42:13;24.02.2023;14:02:45
29936;1;24.02.2023;05:43:09;24.02.2023;14:00:35
29937;7;24.02.2023;05:43:54;24.02.2023;14:00:20
29938;28;24.02.2023;05:48:45;24.02.2023;14:00:29
29939;10;24.02.2023;05:50:43;24.02.2023;14:01:06
29940;5;24.02.2023;05:55:21;24.02.2023;14:00:32
29941;265;24.02.2023;05:56:55;24.02.2023;14:04:33
29942;42;24.02.2023;06:03:10;24.02.2023;15:13:24
29943;221;24.02.2023;06:41:10;24.02.2023;16:35:59
29944;3;24.02.2023;06:45:46;24.02.2023;15:04:56
29945;247;24.02.2023;06:48:06;24.02.2023;15:02:30
29946;217;24.02.2023;07:36:20;24.02.2023;16:01:45
29947;256;24.02.2023;07:42:45;24.02.2023;16:01:38
29948;4;24.02.2023;07:43:01;24.02.2023;16:01:41
29949;287;24.02.2023;07:44:31;24.02.2023;16:02:19
29950;275;24.02.2023;07:46:17;24.02.2023;16:00:21
29951;40;24.02.2023;07:46:38;24.02.2023;16:00:46
29952;216;24.02.2023;07:47:33;24.02.2023;16:02:12
29953;6;24.02.2023;07:49:12;24.02.2023;10:50:38
29954;246;24.02.2023;07:49:22;24.02.2023;16:01:19
29955;274;24.02.2023;07:49:36;24.02.2023;16:05:34
29956;282;24.02.2023;07:49:43;24.02.2023;16:00:31
29957;267;24.02.2023;07:52:39;24.02.2023;16:01:49
29958;255;24.02.2023;07:54:09;24.02.2023;16:02:07
29959;2;24.02.2023;07:54:19;24.02.2023;16:02:09
29960;286;24.02.2023;07:55:17;24.02.2023;16:02:15
29961;269;24.02.2023;07:55:59;24.02.2023;16:03:18
29962;285;24.02.2023;07:56:03;24.02.2023;16:03:34
29963;278;24.02.2023;07:56:05;24.02.2023;16:03:14
29964;258;24.02.2023;07:57:23;24.02.2023;16:00:42
29965;51;24.02.2023;07:57:33;24.02.2023;16:01:27
29966;239;24.02.2023;07:58:07;24.02.2023;16:03:22
29967;245;24.02.2023;07:59:01;24.02.2023;16:03:20
29968;50;24.02.2023;07:59:05;24.02.2023;15:01:12
29969;237;24.02.2023;09:49:42;24.02.2023;16:03:26
29970;6;24.02.2023;11:54:52;24.02.2023;16:02:39
29971;2;27.02.2023;05:45:21;27.02.2023;14:01:04
29972;7;27.02.2023;05:45:29;27.02.2023;12:00:44
29973;247;27.02.2023;05:49:40;27.02.2023;09:00:19
29974;28;27.02.2023;05:49:46;27.02.2023;14:01:06
29975;249;27.02.2023;05:51:34;27.02.2023;14:02:23
29976;216;27.02.2023;05:53:33;27.02.2023;14:01:29
29977;239;27.02.2023;05:57:46;27.02.2023;14:01:27
29978;265;27.02.2023;05:57:57;27.02.2023;14:04:01
29979;237;27.02.2023;05:58:00;27.02.2023;16:04:02
29980;42;27.02.2023;06:01:36;27.02.2023;15:23:02
29981;3;27.02.2023;06:41:16;27.02.2023;15:01:57
29982;13;27.02.2023;06:41:27;27.02.2023;15:02:05
29983;6;27.02.2023;06:48:04;27.02.2023;16:04:41
29984;256;27.02.2023;07:32:13;27.02.2023;16:03:43
29985;4;27.02.2023;07:33:11;27.02.2023;16:04:56
29986;224;27.02.2023;07:38:01;27.02.2023;16:05:51
29987;217;27.02.2023;07:42:40;27.02.2023;16:02:30
29988;226;27.02.2023;07:43:41;27.02.2023;15:39:26
29989;274;27.02.2023;07:43:59;27.02.2023;16:05:05
29990;1;27.02.2023;07:44:15;27.02.2023;16:01:12
29991;287;27.02.2023;07:46:13;27.02.2023;16:02:03
29992;40;27.02.2023;07:48:59;27.02.2023;16:01:50
29993;275;27.02.2023;07:49:53;27.02.2023;16:01:47
29994;10;27.02.2023;07:52:47;27.02.2023;16:02:35
29995;246;27.02.2023;07:53:00;27.02.2023;16:01:36
29996;221;27.02.2023;07:53:13;27.02.2023;16:01:06
29997;5;27.02.2023;07:53:59;27.02.2023;16:00:53
29998;282;27.02.2023;07:54:46;27.02.2023;16:01:43
29999;285;27.02.2023;07:55:25;27.02.2023;15:07:16
30000;269;27.02.2023;07:55:35;27.02.2023;16:02:25
30001;278;27.02.2023;07:55:38;27.02.2023;16:02:23
30002;255;27.02.2023;07:55:43;27.02.2023;16:03:38
30003;286;27.02.2023;07:55:48;27.02.2023;16:02:33
30004;245;27.02.2023;07:58:22;27.02.2023;16:02:27
30005;50;27.02.2023;07:58:26;27.02.2023;14:01:40
30006;51;27.02.2023;07:58:30;27.02.2023;16:21:07
30007;271;27.02.2023;07:58:33;27.02.2023;14:14:21
30008;247;27.02.2023;10:18:27;27.02.2023;15:20:37
30009;2;28.02.2023;05:43:13;28.02.2023;14:00:49
30010;7;28.02.2023;05:43:35;28.02.2023;14:00:22
30011;28;28.02.2023;05:48:03;28.02.2023;14:00:52
30012;216;28.02.2023;05:50:23;28.02.2023;14:01:08
30013;249;28.02.2023;05:51:20;28.02.2023;14:01:12
30014;4;28.02.2023;05:51:51;28.02.2023;14:03:49
30015;247;28.02.2023;05:57:39;28.02.2023;14:01:18
30016;265;28.02.2023;05:58:04;28.02.2023;14:02:19
30017;239;28.02.2023;05:58:07;28.02.2023;14:01:15
30018;3;28.02.2023;06:47:53;28.02.2023;16:00:28
30019;13;28.02.2023;06:47:56;28.02.2023;15:04:40
30020;285;28.02.2023;06:56:32;28.02.2023;16:03:33
30021;226;28.02.2023;07:39:58;28.02.2023;16:04:22
30022;224;28.02.2023;07:40:42;28.02.2023;16:05:16
30023;256;28.02.2023;07:42:22;28.02.2023;16:02:02
30024;217;28.02.2023;07:42:32;28.02.2023;16:02:32
30025;274;28.02.2023;07:45:22;28.02.2023;16:04:08
30026;287;28.02.2023;07:46:54;28.02.2023;16:01:40
30027;1;28.02.2023;07:50:21;28.02.2023;16:01:06
30028;282;28.02.2023;07:50:53;28.02.2023;16:01:55
30029;275;28.02.2023;07:50:58;28.02.2023;16:02:06
30030;6;28.02.2023;07:51:05;28.02.2023;16:01:29
30031;221;28.02.2023;07:51:12;28.02.2023;16:46:23
30032;10;28.02.2023;07:51:19;28.02.2023;16:00:23
30033;40;28.02.2023;07:51:24;28.02.2023;16:03:12
30034;271;28.02.2023;07:53:39;28.02.2023;16:15:15
30035;269;28.02.2023;07:53:42;28.02.2023;16:02:25
30036;258;28.02.2023;07:53:46;28.02.2023;13:55:00
30037;5;28.02.2023;07:54:13;28.02.2023;16:00:51
30038;51;28.02.2023;07:54:21;28.02.2023;16:07:11
30039;267;28.02.2023;07:54:25;28.02.2023;16:01:45
30040;286;28.02.2023;07:54:32;28.02.2023;16:02:37
30041;255;28.02.2023;07:56:11;28.02.2023;16:03:51
30042;278;28.02.2023;07:56:23;28.02.2023;16:02:35
30043;246;28.02.2023;07:56:27;28.02.2023;16:01:02
30044;245;28.02.2023;07:57:42;28.02.2023;16:02:21
30045;50;28.02.2023;07:58:02;28.02.2023;14:02:10
30046;237;28.02.2023;07:58:12;28.02.2023;16:03:26
30047;249;1.03.2023;05:56:57;1.03.2023;14:01:58
30048;2;1.03.2023;05:57:14;1.03.2023;14:00:56
30049;216;1.03.2023;05:57:18;1.03.2023;14:00:50
30050;42;1.03.2023;05:58:14;1.03.2023;15:48:01
30051;265;1.03.2023;05:58:33;1.03.2023;14:02:07
30052;239;1.03.2023;05:58:34;1.03.2023;14:01:02
30053;7;1.03.2023;05:58:45;1.03.2023;16:01:52
30054;271;1.03.2023;05:58:56;1.03.2023;14:07:57
30055;237;1.03.2023;06:01:23;1.03.2023;14:02:00
30056;278;1.03.2023;06:01:34;1.03.2023;13:02:42
30057;267;1.03.2023;06:35:31;1.03.2023;14:39:06
30058;3;1.03.2023;06:43:19;1.03.2023;16:01:38
30059;13;1.03.2023;06:43:21;1.03.2023;15:00:28
30060;247;1.03.2023;06:57:39;1.03.2023;15:00:32
30061;226;1.03.2023;07:23:03;1.03.2023;16:02:46
30062;256;1.03.2023;07:32:39;1.03.2023;16:02:52
30063;4;1.03.2023;07:32:50;1.03.2023;16:03:04
30064;224;1.03.2023;07:41:56;1.03.2023;16:04:14
30065;282;1.03.2023;07:45:12;1.03.2023;16:00:09
30066;287;1.03.2023;07:45:25;1.03.2023;16:01:49
30067;40;1.03.2023;07:45:32;1.03.2023;16:00:18
30068;275;1.03.2023;07:45:38;1.03.2023;16:00:15
30069;274;1.03.2023;07:46:07;1.03.2023;16:03:18
30070;221;1.03.2023;07:50:01;1.03.2023;15:01:10
30071;1;1.03.2023;07:50:13;1.03.2023;16:01:34
30072;10;1.03.2023;07:50:24;1.03.2023;16:00:26
30073;28;1.03.2023;07:50:42;1.03.2023;16:00:41
30074;6;1.03.2023;07:50:49;1.03.2023;16:01:30
30075;286;1.03.2023;07:54:13;1.03.2023;16:02:10
30076;5;1.03.2023;07:54:36;1.03.2023;16:01:41
30077;258;1.03.2023;07:54:44;1.03.2023;14:04:46
30078;255;1.03.2023;07:54:53;1.03.2023;16:02:24
30079;246;1.03.2023;07:55:27;1.03.2023;16:03:44
30080;51;1.03.2023;07:55:37;1.03.2023;16:12:21
30081;269;1.03.2023;07:57:03;1.03.2023;16:02:03
30082;285;1.03.2023;07:57:07;1.03.2023;16:05:25
30083;50;1.03.2023;07:58:49;1.03.2023;14:02:23
30084;245;1.03.2023;07:58:53;1.03.2023;16:02:00
30085;217;1.03.2023;08:05:08;1.03.2023;16:01:25
30086;7;2.03.2023;05:47:07;2.03.2023;14:01:12
30087;2;2.03.2023;05:47:11;2.03.2023;14:01:28
30088;10;2.03.2023;05:49:16;2.03.2023;14:00:33
30089;216;2.03.2023;05:50:45;2.03.2023;14:01:32
30090;249;2.03.2023;05:52:52;2.03.2023;14:01:37
30091;247;2.03.2023;05:56:30;2.03.2023;14:02:11
30092;237;2.03.2023;05:57:03;2.03.2023;14:01:59
30093;265;2.03.2023;05:58:07;2.03.2023;14:03:56
30094;239;2.03.2023;05:58:09;2.03.2023;14:01:55
30095;42;2.03.2023;06:00:17;2.03.2023;15:39:24
30096;3;2.03.2023;06:43:26;2.03.2023;15:00:36
30097;13;2.03.2023;06:43:29;2.03.2023;15:00:34
30098;217;2.03.2023;07:40:42;2.03.2023;16:02:38
30099;1;2.03.2023;07:40:47;2.03.2023;16:00:51
30100;226;2.03.2023;07:40:52;2.03.2023;16:04:55
30101;224;2.03.2023;07:40:59;2.03.2023;16:05:01
30102;221;2.03.2023;07:43:38;2.03.2023;16:01:32
30103;256;2.03.2023;07:46:01;2.03.2023;16:03:59
30104;4;2.03.2023;07:46:13;2.03.2023;16:04:08
30105;287;2.03.2023;07:46:24;2.03.2023;16:01:39
30106;28;2.03.2023;07:47:47;2.03.2023;16:00:50
30107;40;2.03.2023;07:48:41;2.03.2023;16:00:21
30108;6;2.03.2023;07:48:46;2.03.2023;16:01:46
30109;275;2.03.2023;07:48:55;2.03.2023;16:00:25
30110;282;2.03.2023;07:49:04;2.03.2023;16:00:17
30111;5;2.03.2023;07:54:25;2.03.2023;16:01:24
30112;258;2.03.2023;07:54:31;2.03.2023;13:26:21
30113;285;2.03.2023;07:54:39;2.03.2023;16:04:51
30114;269;2.03.2023;07:55:11;2.03.2023;16:02:00
30115;278;2.03.2023;07:55:14;2.03.2023;16:02:03
30116;286;2.03.2023;07:55:36;2.03.2023;16:02:31
30117;51;2.03.2023;07:55:43;2.03.2023;16:03:21
30118;267;2.03.2023;07:55:53;2.03.2023;16:03:06
30119;246;2.03.2023;07:56:19;2.03.2023;16:02:43
30120;50;2.03.2023;07:58:50;2.03.2023;14:01:22
30121;245;2.03.2023;07:58:56;2.03.2023;16:01:58
30122;271;2.03.2023;08:07:05;2.03.2023;16:10:28
30123;216;3.03.2023;05:51:33;3.03.2023;14:01:15
30124;10;3.03.2023;05:51:40;3.03.2023;14:00:44
30125;249;3.03.2023;05:51:44;3.03.2023;14:01:08
30126;2;3.03.2023;05:51:55;3.03.2023;14:00:53
30127;271;3.03.2023;05:52:19;3.03.2023;12:01:50
30128;7;3.03.2023;05:52:55;3.03.2023;14:00:48
30129;6;3.03.2023;05:53:14;3.03.2023;12:01:44
30130;239;3.03.2023;05:57:32;3.03.2023;14:01:04
30131;265;3.03.2023;05:57:34;3.03.2023;14:03:20
30132;237;3.03.2023;05:58:05;3.03.2023;14:01:11
30133;42;3.03.2023;06:01:26;3.03.2023;16:00:00
30134;13;3.03.2023;06:44:24;3.03.2023;15:02:50
30135;3;3.03.2023;06:44:28;3.03.2023;15:01:33
30136;247;3.03.2023;06:44:33;3.03.2023;14:00:36
30137;256;3.03.2023;07:32:18;3.03.2023;16:02:32
30138;4;3.03.2023;07:32:28;3.03.2023;16:03:07
30139;226;3.03.2023;07:40:58;3.03.2023;16:03:30
30140;224;3.03.2023;07:41:06;3.03.2023;16:04:48
30141;1;3.03.2023;07:47:20;3.03.2023;16:01:46
30142;287;3.03.2023;07:47:23;3.03.2023;16:02:52
30143;28;3.03.2023;07:49:15;3.03.2023;15:01:18
30144;267;3.03.2023;07:50:04;3.03.2023;16:00:52
30145;40;3.03.2023;07:51:18;3.03.2023;16:00:55
30146;282;3.03.2023;07:51:45;3.03.2023;16:00:48
30147;275;3.03.2023;07:51:55;3.03.2023;16:00:41
30148;246;3.03.2023;07:52:00;3.03.2023;16:01:49
30149;221;3.03.2023;07:54:31;3.03.2023;15:29:06
30150;5;3.03.2023;07:54:57;3.03.2023;16:01:01
30151;255;3.03.2023;07:55:11;3.03.2023;16:20:17
30152;269;3.03.2023;07:55:14;3.03.2023;16:03:22
30153;278;3.03.2023;07:55:16;3.03.2023;16:03:20
30154;285;3.03.2023;07:55:18;3.03.2023;16:19:02
30155;258;3.03.2023;07:55:21;3.03.2023;15:28:34
30156;286;3.03.2023;07:55:24;3.03.2023;16:02:56
30157;51;3.03.2023;07:55:37;3.03.2023;16:04:09
30158;245;3.03.2023;07:56:59;3.03.2023;16:03:17
30159;50;3.03.2023;07:57:03;3.03.2023;14:02:35
30160;271;6.03.2023;05:42:36;6.03.2023;14:18:41
30161;1;6.03.2023;05:44:01;6.03.2023;14:02:01
30162;7;6.03.2023;05:45:11;6.03.2023;14:01:25
30163;224;6.03.2023;05:46:00;6.03.2023;14:05:27
30164;226;6.03.2023;05:46:14;6.03.2023;14:03:17
30165;247;6.03.2023;05:52:55;6.03.2023;14:02:09
30166;5;6.03.2023;05:54:58;6.03.2023;14:02:18
30167;4;6.03.2023;05:57:04;6.03.2023;15:01:18
30168;265;6.03.2023;05:58:40;6.03.2023;14:06:02
30169;28;6.03.2023;05:58:56;6.03.2023;15:00:14
30170;13;6.03.2023;06:42:37;6.03.2023;15:00:58
30171;3;6.03.2023;06:42:47;6.03.2023;15:00:49
30172;278;6.03.2023;06:59:36;6.03.2023;16:02:52
30173;6;6.03.2023;07:36:06;6.03.2023;16:03:10
30174;256;6.03.2023;07:43:14;6.03.2023;16:02:28
30175;217;6.03.2023;07:43:21;6.03.2023;16:01:51
30176;275;6.03.2023;07:46:12;6.03.2023;16:00:42
30177;287;6.03.2023;07:47:04;6.03.2023;16:01:37
30178;40;6.03.2023;07:47:19;6.03.2023;16:01:57
30179;216;6.03.2023;07:48:05;6.03.2023;16:00:57
30180;282;6.03.2023;07:51:05;6.03.2023;16:00:36
30181;221;6.03.2023;07:51:53;6.03.2023;16:01:14
30182;2;6.03.2023;07:52:05;6.03.2023;16:01:05
30183;246;6.03.2023;07:53:22;6.03.2023;16:02:05
30184;10;6.03.2023;07:53:37;6.03.2023;16:00:25
30185;286;6.03.2023;07:54:51;6.03.2023;16:01:44
30186;274;6.03.2023;07:54:59;6.03.2023;16:03:47
30187;249;6.03.2023;07:55:58;6.03.2023;16:01:26
30188;267;6.03.2023;07:56:03;6.03.2023;16:02:58
30189;51;6.03.2023;07:56:06;6.03.2023;16:07:29
30190;255;6.03.2023;07:56:16;6.03.2023;16:02:46
30191;239;6.03.2023;07:56:20;6.03.2023;16:01:20
30192;269;6.03.2023;07:57:26;6.03.2023;16:02:18
30193;285;6.03.2023;07:57:30;6.03.2023;16:05:15
30194;237;6.03.2023;07:58:02;6.03.2023;16:02:34
30195;50;6.03.2023;07:59:12;6.03.2023;14:03:58
30196;245;6.03.2023;07:59:15;6.03.2023;16:02:11
30197;42;6.03.2023;06:00:00;6.03.2023;15:38:59
30198;271;7.03.2023;05:35:30;7.03.2023;14:10:41
30199;226;7.03.2023;05:42:58;7.03.2023;14:04:59
30200;224;7.03.2023;05:43:04;7.03.2023;14:05:07
30201;1;7.03.2023;05:44:53;7.03.2023;14:01:04
30202;7;7.03.2023;05:45:49;7.03.2023;14:01:39
30203;4;7.03.2023;05:49:11;7.03.2023;14:04:06
30204;28;7.03.2023;05:51:06;7.03.2023;14:00:59
30205;6;7.03.2023;05:51:22;7.03.2023;16:02:03
30206;247;7.03.2023;05:52:16;7.03.2023;14:02:03
30207;5;7.03.2023;05:53:35;7.03.2023;14:02:47
30208;265;7.03.2023;05:57:21;7.03.2023;12:05:44
30209;42;7.03.2023;05:59:14;7.03.2023;15:57:04
30210;3;7.03.2023;06:42:32;7.03.2023;15:00:27
30211;13;7.03.2023;06:42:35;7.03.2023;15:00:30
30212;275;7.03.2023;07:38:18;7.03.2023;16:00:40
30213;216;7.03.2023;07:41:18;7.03.2023;16:00:54
30214;256;7.03.2023;07:42:55;7.03.2023;16:02:55
30215;217;7.03.2023;07:43:05;7.03.2023;16:02:06
30216;221;7.03.2023;07:45:23;7.03.2023;16:15:33
30217;2;7.03.2023;07:45:41;7.03.2023;16:01:08
30218;287;7.03.2023;07:46:31;7.03.2023;16:01:24
30219;40;7.03.2023;07:46:56;7.03.2023;16:01:15
30220;246;7.03.2023;07:48:12;7.03.2023;16:02:24
30221;282;7.03.2023;07:49:49;7.03.2023;16:00:44
30222;255;7.03.2023;07:50:18;7.03.2023;16:03:10
30223;237;7.03.2023;07:50:22;7.03.2023;16:10:22
30224;274;7.03.2023;07:50:26;7.03.2023;16:04:08
30225;249;7.03.2023;07:50:34;7.03.2023;16:01:29
30226;269;7.03.2023;07:51:02;7.03.2023;16:03:02
30227;258;7.03.2023;07:52:56;7.03.2023;14:02:22
30228;10;7.03.2023;07:53:09;7.03.2023;16:00:50
30229;51;7.03.2023;07:53:35;7.03.2023;16:07:56
30230;286;7.03.2023;07:54:09;7.03.2023;16:01:33
30231;267;7.03.2023;07:55:00;7.03.2023;16:02:11
30232;239;7.03.2023;07:56:30;7.03.2023;16:01:27
30233;245;7.03.2023;07:56:58;7.03.2023;16:02:51
30234;50;7.03.2023;07:57:01;7.03.2023;14:03:47
30235;285;7.03.2023;07:57:38;7.03.2023;16:02:48
30236;278;7.03.2023;07:57:53;7.03.2023;16:02:59
30237;7;8.03.2023;05:44:16;8.03.2023;14:00:50
30238;28;8.03.2023;05:51:18;8.03.2023;14:01:31
30239;5;8.03.2023;05:55:03;8.03.2023;14:01:11
30240;278;8.03.2023;05:55:52;8.03.2023;13:02:03
30241;265;8.03.2023;05:58:38;8.03.2023;16:01:59
30242;226;8.03.2023;05:58:56;8.03.2023;14:01:43
30243;224;8.03.2023;05:59:34;8.03.2023;14:05:50
30244;1;8.03.2023;05:59:59;8.03.2023;14:01:15
30245;42;8.03.2023;06:00:27;8.03.2023;15:26:47
30246;3;8.03.2023;06:43:02;8.03.2023;16:54:39
30247;13;8.03.2023;06:43:05;8.03.2023;15:26:59
30248;6;8.03.2023;06:45:03;8.03.2023;09:24:38
30249;247;8.03.2023;06:57:16;8.03.2023;15:00:17
30250;217;8.03.2023;07:40:31;8.03.2023;16:03:29
30251;269;8.03.2023;07:43:35;8.03.2023;16:02:53
30252;256;8.03.2023;07:46:46;8.03.2023;16:03:24
30253;4;8.03.2023;07:46:56;8.03.2023;16:03:36
30254;221;8.03.2023;07:47:02;8.03.2023;16:01:21
30255;216;8.03.2023;07:47:12;8.03.2023;16:02:38
30256;287;8.03.2023;07:47:17;8.03.2023;16:01:26
30257;2;8.03.2023;07:47:24;8.03.2023;16:01:07
30258;40;8.03.2023;07:47:57;8.03.2023;16:01:48
30259;275;8.03.2023;07:48:07;8.03.2023;16:01:04
30260;10;8.03.2023;07:50:14;8.03.2023;16:01:17
30261;246;8.03.2023;07:51:01;8.03.2023;16:02:24
30262;274;8.03.2023;07:51:10;8.03.2023;16:05:50
30263;249;8.03.2023;07:52:37;8.03.2023;16:01:23
30264;282;8.03.2023;07:53:01;8.03.2023;16:01:40
30265;237;8.03.2023;07:54:34;8.03.2023;16:05:54
30266;286;8.03.2023;07:54:46;8.03.2023;16:02:02
30267;267;8.03.2023;07:55:30;8.03.2023;16:01:54
30268;239;8.03.2023;07:55:45;8.03.2023;16:01:13
30269;258;8.03.2023;07:56:00;8.03.2023;14:03:55
30270;255;8.03.2023;07:56:08;8.03.2023;16:02:58
30271;51;8.03.2023;07:56:19;8.03.2023;16:06:59
30272;271;8.03.2023;07:56:52;8.03.2023;16:06:49
30273;245;8.03.2023;07:57:36;8.03.2023;16:02:50
30274;285;8.03.2023;07:57:56;8.03.2023;16:03:47
30275;6;8.03.2023;12:15:55;8.03.2023;16:07:25
30276;7;9.03.2023;05:46:53;9.03.2023;14:01:23
30277;28;9.03.2023;05:51:05;9.03.2023;14:01:05
30278;10;9.03.2023;05:51:23;9.03.2023;14:01:16
30279;6;9.03.2023;05:52:34;9.03.2023;16:01:33
30280;5;9.03.2023;05:54:18;9.03.2023;14:02:03
30281;247;9.03.2023;05:54:47;9.03.2023;14:01:50
30282;265;9.03.2023;05:58:18;9.03.2023;14:06:40
30283;1;9.03.2023;05:59:14;9.03.2023;14:01:19
30284;42;9.03.2023;05:59:44;9.03.2023;15:46:21
30285;226;9.03.2023;06:00:08;9.03.2023;14:05:31
30286;224;9.03.2023;06:00:21;9.03.2023;14:05:22
30287;3;9.03.2023;06:40:54;9.03.2023;16:01:01
30288;13;9.03.2023;06:41:04;9.03.2023;15:00:32
30289;256;9.03.2023;07:41:49;9.03.2023;16:02:56
30290;4;9.03.2023;07:42:00;9.03.2023;16:01:41
30291;217;9.03.2023;07:42:54;9.03.2023;16:02:29
30292;221;9.03.2023;07:48:26;9.03.2023;16:02:04
30293;287;9.03.2023;07:48:45;9.03.2023;16:01:46
30294;274;9.03.2023;07:49:50;9.03.2023;16:04:00
30295;40;9.03.2023;07:51:05;9.03.2023;16:01:11
30296;282;9.03.2023;07:51:35;9.03.2023;16:00:57
30297;275;9.03.2023;07:51:40;9.03.2023;16:01:14
30298;271;9.03.2023;07:52:47;9.03.2023;14:10:26
30299;255;9.03.2023;07:53:51;9.03.2023;16:03:29
30300;237;9.03.2023;07:53:56;9.03.2023;16:01:50
30301;246;9.03.2023;07:54:21;9.03.2023;16:02:08
30302;249;9.03.2023;07:54:47;9.03.2023;16:01:58
30303;2;9.03.2023;07:54:51;9.03.2023;16:01:07
30304;258;9.03.2023;07:55:30;9.03.2023;14:01:45
30305;269;9.03.2023;07:56:33;9.03.2023;16:02:39
30306;278;9.03.2023;07:56:37;9.03.2023;16:02:42
30307;285;9.03.2023;07:56:40;9.03.2023;16:02:47
30308;239;9.03.2023;07:56:57;9.03.2023;16:01:56
30309;267;9.03.2023;07:57:49;9.03.2023;16:01:18
30310;245;9.03.2023;07:58:04;9.03.2023;16:02:34
30311;50;9.03.2023;07:58:21;9.03.2023;14:01:40
30312;10;10.03.2023;05:47:31;10.03.2023;14:01:37
30313;28;10.03.2023;05:48:50;10.03.2023;14:00:52
30314;7;10.03.2023;05:49:22;10.03.2023;14:01:21
30315;5;10.03.2023;05:55:21;10.03.2023;14:00:59
30316;247;10.03.2023;05:55:29;10.03.2023;14:01:29
30317;1;10.03.2023;05:57:07;10.03.2023;14:01:14
30318;51;9.03.2023;08:00:00;9.03.2023;16:15:00
30319;265;10.03.2023;05:57:40;10.03.2023;14:03:54
30320;226;10.03.2023;05:59:36;10.03.2023;14:03:30
30321;224;10.03.2023;06:00:07;10.03.2023;14:05:26
30322;42;10.03.2023;06:01:38;10.03.2023;14:53:29
30323;13;10.03.2023;06:46:25;10.03.2023;16:00:55
30324;3;10.03.2023;06:46:31;10.03.2023;16:01:01
30325;269;10.03.2023;06:53:17;10.03.2023;14:01:48
30326;217;10.03.2023;07:38:59;10.03.2023;16:04:27
30327;256;10.03.2023;07:43:25;10.03.2023;16:02:56
30328;4;10.03.2023;07:43:45;10.03.2023;16:04:19
30329;287;10.03.2023;07:47:07;10.03.2023;16:02:10
30330;40;10.03.2023;07:51:23;10.03.2023;16:00:38
30331;275;10.03.2023;07:51:28;10.03.2023;16:00:31
30332;221;10.03.2023;07:51:42;10.03.2023;16:01:22
30333;6;10.03.2023;07:51:51;10.03.2023;16:04:38
30334;274;10.03.2023;07:52:48;10.03.2023;16:05:08
30335;237;10.03.2023;07:53:14;10.03.2023;16:03:10
30336;282;10.03.2023;07:54:27;10.03.2023;16:00:46
30337;286;10.03.2023;07:54:37;10.03.2023;16:02:22
30338;267;10.03.2023;07:55:06;10.03.2023;16:01:47
30339;2;10.03.2023;07:55:40;10.03.2023;16:01:30
30340;255;10.03.2023;07:55:45;10.03.2023;16:04:07
30341;258;10.03.2023;07:55:50;10.03.2023;16:00:25
30342;246;10.03.2023;07:56:34;10.03.2023;16:01:12
30343;249;10.03.2023;07:56:51;10.03.2023;16:01:56
30344;271;10.03.2023;07:57:07;10.03.2023;16:06:33
30345;278;10.03.2023;07:57:34;10.03.2023;16:03:48
30346;285;10.03.2023;07:57:46;10.03.2023;16:05:41
30347;245;10.03.2023;07:58:57;10.03.2023;16:03:40
30348;51;10.03.2023;06:00:00;10.03.2023;08:50:00
30349;51;10.03.2023;10:50:00;10.03.2023;16:04:52
30350;2;13.03.2023;05:56:51;13.03.2023;14:01:01
30351;7;13.03.2023;05:57:37;13.03.2023;14:01:29
30352;5;13.03.2023;05:57:41;13.03.2023;16:01:02
30353;271;13.03.2023;05:57:49;13.03.2023;14:55:08
30354;239;13.03.2023;05:57:51;13.03.2023;14:01:12
30355;255;13.03.2023;05:57:56;13.03.2023;16:06:33
30356;265;13.03.2023;05:57:59;13.03.2023;14:12:19
30357;249;13.03.2023;05:59:49;13.03.2023;14:01:39
30358;237;13.03.2023;05:59:53;13.03.2023;14:08:48
30359;216;13.03.2023;06:00:05;13.03.2023;14:01:20
30360;42;13.03.2023;06:00:11;13.03.2023;14:58:15
30361;3;13.03.2023;06:45:10;13.03.2023;15:00:32
30362;13;13.03.2023;06:45:13;13.03.2023;15:00:26
30363;247;13.03.2023;06:51:54;13.03.2023;15:00:48
30364;269;13.03.2023;06:54:06;13.03.2023;16:02:04
30365;278;13.03.2023;06:56:44;13.03.2023;16:03:17
30366;224;13.03.2023;07:39:42;13.03.2023;16:05:10
30367;226;13.03.2023;07:40:53;13.03.2023;16:02:33
30368;282;13.03.2023;07:42:14;13.03.2023;16:00:47
30369;274;13.03.2023;07:42:57;13.03.2023;16:03:56
30370;256;13.03.2023;07:43:16;13.03.2023;16:01:50
30371;217;13.03.2023;07:43:23;13.03.2023;16:02:58
30372;1;13.03.2023;07:43:30;13.03.2023;16:01:10
30373;246;13.03.2023;07:47:26;13.03.2023;16:01:58
30374;40;13.03.2023;07:48:20;13.03.2023;16:00:21
30375;10;13.03.2023;07:50:30;13.03.2023;16:01:19
30376;28;13.03.2023;07:50:35;13.03.2023;16:00:56
30377;287;13.03.2023;07:52:00;13.03.2023;16:02:41
30378;6;13.03.2023;07:53:16;13.03.2023;16:02:23
30379;51;13.03.2023;07:53:25;13.03.2023;16:12:07
30380;267;13.03.2023;07:54:47;13.03.2023;16:00:29
30381;286;13.03.2023;07:55:23;13.03.2023;16:03:09
30382;285;13.03.2023;07:57:13;13.03.2023;16:03:25
30383;245;13.03.2023;07:58:37;13.03.2023;16:02:10
30384;50;13.03.2023;07:58:41;13.03.2023;14:03:04
